time,acc_x,acc_y,acc_z
0.0,0.044677734,0.12512207,0.76623535
0.040629770992366414,0.053955078,0.119140625,0.80822754
0.08125954198473283,0.02319336,-6.1035156E-4,1.0631104
0.12188931297709923,-0.020385742,-0.09326172,1.2659912
0.16251908396946566,-0.022705078,-0.09790039,1.1958008
0.20314885496183208,0.014526367,-0.0013427734,0.96520996
0.2437786259541985,0.040527344,0.11279297,0.782959
0.2844083969465649,0.0501709,0.12683105,0.7890625
0.3250381679389313,0.03137207,0.026000977,1.0187988
0.36566793893129773,-0.01159668,-0.08959961,1.2510986
0.40629770992366415,-0.03149414,-0.10510254,1.2186279
0.4469274809160306,0.0072021484,-0.017700195,0.99658203
0.487557251908397,0.04284668,0.09899902,0.80126953
0.5281870229007634,0.048828125,0.13647461,0.76989746
0.5688167938931298,0.033691406,0.038208008,0.9769287
0.6094465648854962,8.544922E-4,-0.076293945,1.2319336
0.6500763358778626,-0.026611328,-0.10961914,1.2476807
0.690706106870229,-0.007080078,-0.03491211,1.0318604
0.7313358778625955,0.036132812,0.08618164,0.8231201
0.7719656488549619,0.05493164,0.13916016,0.7557373
0.8125954198473283,0.03918457,0.060668945,0.93530273
0.8532251908396947,-0.0014648438,-0.064331055,1.2069092
0.8938549618320611,-0.024291992,-0.110839844,1.2642822
0.9344847328244276,-0.0061035156,-0.051635742,1.0718994
0.975114503816794,0.029785156,0.072143555,0.8483887
1.0157442748091603,0.049560547,0.14074707,0.7564697
1.0563740458015267,0.048217773,0.07421875,0.8997803
1.0970038167938931,0.009155273,-0.048461914,1.1760254
1.1376335877862596,-0.028808594,-0.10827637,1.276123
1.178263358778626,-0.013061523,-0.06262207,1.104248
1.2188931297709924,0.03149414,0.056518555,0.87268066
1.2595229007633588,0.0501709,0.13684082,0.7507324
1.3001526717557252,0.04296875,0.088134766,0.87231445
1.3407824427480917,0.013061523,-0.038330078,1.1501465
1.381412213740458,-0.016723633,-0.11047363,1.282959
1.4220419847328245,-0.017211914,-0.07067871,1.1278076
1.462671755725191,0.023925781,0.045776367,0.8911133
1.5033015267175573,0.049682617,0.13513184,0.75549316
1.5439312977099238,0.045288086,0.09875488,0.84606934
1.5845610687022902,0.01550293,-0.029296875,1.1280518
1.6251908396946566,-0.021484375,-0.1060791,1.2822266
1.665820610687023,-0.016601562,-0.08178711,1.1474609
1.7064503816793894,0.018920898,0.036621094,0.90722656
1.7470801526717559,0.045654297,0.13012695,0.7598877
1.7877099236641223,0.05078125,0.103759766,0.8330078
1.8283396946564887,0.01928711,-0.020874023,1.1026611
1.8689694656488551,-0.020996094,-0.1027832,1.2814941
1.9095992366412216,-0.015258789,-0.08642578,1.1688232
1.950229007633588,0.020019531,0.026489258,0.9248047
1.9908587786259544,0.043945312,0.12902832,0.7659912
2.0314885496183206,0.0513916,0.115722656,0.8166504
2.072118320610687,0.024414062,-0.010498047,1.0802002
2.1127480916030534,-0.015014648,-0.100097656,1.279541
2.15337786259542,-0.0234375,-0.0925293,1.1843262
2.1940076335877863,0.016113281,0.017822266,0.9451904
2.2346374045801527,0.0435791,0.12536621,0.7692871
2.275267175572519,0.05126953,0.11853027,0.8029785
2.3158969465648855,0.024169922,9.765625E-4,1.0620117
2.356526717557252,-0.018432617,-0.09802246,1.2712402
2.3971564885496184,-0.01928711,-0.095214844,1.197876
2.437786259541985,0.013305664,0.007080078,0.9588623
2.4784160305343512,0.03930664,0.1217041,0.7779541
2.5190458015267176,0.049926758,0.12109375,0.79260254
2.559675572519084,0.028686523,0.011474609,1.0396729
2.6003053435114505,-0.016357422,-0.09509277,1.2685547
2.640935114503817,-0.025024414,-0.095581055,1.210083
2.6815648854961833,0.014282227,-8.544922E-4,0.9719238
2.7221946564885497,0.03955078,0.115478516,0.7821045
2.762824427480916,0.05126953,0.12890625,0.78759766
2.8034541984732826,0.030517578,0.016113281,1.0266113
2.844083969465649,-0.010986328,-0.09069824,1.2634277
2.8847137404580154,-0.022949219,-0.09899902,1.2188721
2.925343511450382,0.008666992,-0.005493164,0.98217773
2.9659732824427483,0.041503906,0.111328125,0.78796387
3.0066030534351147,0.052124023,0.12988281,0.7803955
3.047232824427481,0.028320312,0.016479492,1.0201416
3.0878625954198475,-0.008056641,-0.08935547,1.2601318
3.128492366412214,-0.022460938,-0.099731445,1.2263184
3.1691221374045804,0.008178711,-0.006713867,0.9897461
3.209751908396947,0.037475586,0.11206055,0.7927246
3.250381679389313,0.053466797,0.12866211,0.7775879
3.2910114503816796,0.03137207,0.025390625,1.0102539
3.331641221374046,-0.010131836,-0.08996582,1.2574463
3.3722709923664125,-0.023925781,-0.10522461,1.2283936
3.412900763358779,0.01171875,-0.009033203,0.9991455
3.4535305343511453,0.036376953,0.107421875,0.7947998
3.4941603053435117,0.05090332,0.13171387,0.774292
3.534790076335878,0.037353516,0.025146484,1.0037842
3.5754198473282446,-0.009643555,-0.08691406,1.2568359
3.616049618320611,-0.02368164,-0.10180664,1.2331543
3.6566793893129774,-0.008544922,-0.025878906,0.98535156
3.697309160305344,0.051879883,0.12365723,0.798584
3.7379389312977103,0.05432129,0.13708496,0.772583
3.7785687022900767,0.028686523,-0.0048828125,1.0053711
3.819198473282443,-0.03149414,-0.095947266,1.2773438
3.8598282442748095,-0.012451172,-0.07434082,1.1962891
3.900458015267176,0.1373291,0.05029297,0.88305664
3.9410877862595424,-0.01574707,0.123291016,0.7722168
3.981717557251909,-0.021118164,-0.032958984,1.0716553
4.022347328244275,-0.02734375,-0.111816406,1.282959
4.062977099236641,0.06713867,0.06616211,0.95422363
4.103606870229007,0.036499023,0.1315918,0.7684326
4.144236641221373,-0.041259766,-0.09118652,1.1505127
4.184866412213739,-0.0043945312,-0.05407715,1.2210693
4.225496183206105,0.07165527,0.1463623,0.78967285
4.266125954198471,-0.0037841797,0.015625,0.9050293
4.306755725190837,-0.053710938,-0.1237793,1.2904053
4.347385496183203,0.064453125,0.09777832,0.9298096
4.388015267175569,0.02758789,0.08850098,0.796875
4.428645038167935,-0.053710938,-0.13513184,1.2327881
4.469274809160301,0.037231445,0.036743164,1.0709229
4.509904580152667,0.045288086,0.123413086,0.74243164
4.550534351145033,-0.03186035,-0.11694336,1.1401367
4.591164122137399,0.0064697266,-0.012817383,1.192627
4.631793893129765,0.07495117,0.14562988,0.755249
4.672423664122131,-0.01171875,-0.06689453,1.0072021
4.713053435114497,-0.018310547,-0.072387695,1.274292
4.753683206106863,0.06689453,0.13879395,0.80822754
4.794312977099229,-0.0018310547,-0.005126953,0.9053955
4.834942748091595,-0.034179688,-0.10839844,1.2923584
4.875572519083961,0.068359375,0.1217041,0.8790283
4.916202290076327,0.016235352,0.045410156,0.8360596
4.956832061068693,-0.049438477,-0.13476562,1.2775879
4.997461832061059,0.07324219,0.09277344,0.9628906
5.038091603053425,0.03137207,0.088378906,0.7838135
5.078721374045791,-0.055908203,-0.13439941,1.2441406
5.119351145038157,0.04333496,0.06652832,1.0270996
5.159980916030523,0.04711914,0.11401367,0.7574463
5.2006106870228885,-0.047973633,-0.12792969,1.2006836
5.2412404580152545,0.024536133,0.029418945,1.1064453
5.2818702290076205,0.0546875,0.13586426,0.73706055
5.3224999999999865,-0.029663086,-0.11242676,1.1230469
5.363129770992352,0.0068359375,-0.0087890625,1.1794434
5.403759541984718,0.06896973,0.14282227,0.75341797
5.444389312977084,-0.020385742,-0.07043457,1.0384521
5.48501908396945,-0.024902344,-0.046875,1.2290039
5.525648854961816,0.068603516,0.14477539,0.7824707
5.566278625954182,-0.01965332,-0.05102539,0.9724121
5.606908396946548,-0.021850586,-0.07348633,1.2655029
5.647538167938914,0.079711914,0.14587402,0.8187256
5.68816793893128,-0.003540039,-0.017211914,0.9029541
5.728797709923646,-0.041748047,-0.09753418,1.2781982
5.769427480916012,0.067871094,0.13317871,0.86828613
5.810057251908378,0.017700195,0.028442383,0.84936523
5.850687022900744,-0.053222656,-0.13378906,1.2906494
5.89131679389311,0.07080078,0.11437988,0.91760254
5.931946564885476,0.028686523,0.056274414,0.80114746
5.972576335877842,-0.056518555,-0.12988281,1.2591553
6.013206106870208,0.05493164,0.08325195,0.99194336
6.053835877862574,0.036376953,0.09057617,0.7717285
6.09446564885494,-0.051879883,-0.13354492,1.2288818
6.135095419847306,0.052490234,0.064453125,1.0418701
6.175725190839672,0.052246094,0.123291016,0.7507324
6.216354961832038,-0.041870117,-0.12219238,1.2009277
6.256984732824404,0.037475586,0.03491211,1.104126
6.29761450381677,0.05895996,0.13208008,0.74731445
6.338244274809136,-0.03491211,-0.111572266,1.1444092
6.378874045801502,0.00793457,0.0064697266,1.1750488
6.419503816793868,0.06530762,0.1373291,0.7520752
6.460133587786234,-0.025024414,-0.1015625,1.0823975
6.5007633587786,-0.01586914,-0.026855469,1.2086182
6.541393129770966,0.06616211,0.15075684,0.76293945
6.582022900763332,-0.015014648,-0.056762695,1.0075684
6.622652671755698,-0.028808594,-0.05444336,1.2442627
6.663282442748064,0.07775879,0.14294434,0.8018799
6.70391221374043,-0.0010986328,-0.028442383,0.9564209
6.744541984732796,-0.029296875,-0.07336426,1.2781982
6.785171755725162,0.07019043,0.13256836,0.8248291
6.825801526717528,2.4414062E-4,-0.01159668,0.90197754
6.866431297709894,-0.03918457,-0.11291504,1.2932129
