time,acc_x,acc_y,acc_z
0.0,-0.9238281,-0.3864746,0.017333984
0.04063636363636364,-0.92333984,-0.38720703,0.01171875
0.08127272727272727,-0.92297363,-0.38671875,0.013671875
0.12190909090909091,-0.92419434,-0.38513184,0.0126953125
0.16254545454545455,-0.92285156,-0.38623047,0.013183594
0.20318181818181819,-0.9239502,-0.38476562,0.013061523
0.24381818181818182,-0.92211914,-0.38586426,0.014282227
0.28445454545454546,-0.9239502,-0.38562012,0.014892578
0.3250909090909091,-0.92370605,-0.3869629,0.010498047
0.36572727272727273,-0.92456055,-0.38586426,0.017700195
0.40636363636363637,-0.9211426,-0.38586426,0.020507812
0.447,-0.92211914,-0.38549805,0.013305664
0.48763636363636365,-0.9227295,-0.3852539,0.012573242
0.5282727272727272,-0.9243164,-0.38671875,0.015258789
0.5689090909090908,-0.9246826,-0.38671875,0.01953125
0.6095454545454544,-0.92285156,-0.3869629,0.020996094
0.650181818181818,-0.92126465,-0.38586426,0.020874023
0.6908181818181816,-0.92163086,-0.3857422,0.017822266
0.7314545454545451,-0.92333984,-0.38415527,0.015625
0.7720909090909087,-0.9246826,-0.38623047,0.015258789
0.8127272727272723,-0.9232178,-0.38720703,0.017944336
0.8533636363636359,-0.9226074,-0.38598633,0.015014648
0.8939999999999995,-0.92211914,-0.38513184,0.017211914
0.934636363636363,-0.9199219,-0.38623047,0.018432617
0.9752727272727266,-0.9222412,-0.38476562,0.01965332
1.0159090909090902,-0.9232178,-0.3857422,0.014282227
1.0565454545454538,-0.92077637,-0.38586426,0.018432617
1.0971818181818174,-0.92211914,-0.3861084,0.015991211
1.137818181818181,-0.9238281,-0.38549805,0.014770508
1.1784545454545445,-0.92285156,-0.38684082,0.017333984
1.2190909090909081,-0.9227295,-0.3876953,0.015380859
1.2597272727272717,-0.92993164,-0.38806152,0.014282227
1.3003636363636353,-0.92285156,-0.3869629,0.020507812
1.3409999999999989,-0.92297363,-0.38830566,0.023925781
1.3816363636363624,-0.92419434,-0.38513184,0.016601562
1.422272727272726,-0.9243164,-0.3873291,0.019165039
1.4629090909090896,-0.921875,-0.38586426,0.015258789
1.5035454545454532,-0.92211914,-0.3861084,0.020874023
1.5441818181818168,-0.9246826,-0.38635254,0.017211914
1.5848181818181803,-0.9222412,-0.38598633,0.016723633
1.625454545454544,-0.92456055,-0.38598633,0.01953125
1.6660909090909075,-0.92285156,-0.38623047,0.017822266
1.706727272727271,-0.9232178,-0.38598633,0.017089844
1.7473636363636347,-0.923584,-0.3857422,0.020996094
1.7879999999999983,-0.92285156,-0.38586426,0.016235352
1.8286363636363618,-0.9227295,-0.38635254,0.017944336
1.8692727272727254,-0.9243164,-0.38562012,0.020385742
1.909909090909089,-0.92297363,-0.38635254,0.017822266
1.9505454545454526,-0.9239502,-0.38598633,0.017333984
1.9911818181818162,-0.9222412,-0.3864746,0.021484375
2.03181818181818,-0.9226074,-0.38598633,0.016235352
2.0724545454545438,-0.9227295,-0.38659668,0.016723633
2.1130909090909076,-0.9215088,-0.38598633,0.021362305
2.1537272727272714,-0.9230957,-0.38537598,0.018920898
2.194363636363635,-0.92285156,-0.3861084,0.017700195
2.234999999999999,-0.92211914,-0.38586426,0.01953125
2.275636363636363,-0.9239502,-0.3861084,0.018432617
2.3162727272727266,-0.9226074,-0.38586426,0.016845703
2.3569090909090904,-0.92370605,-0.3852539,0.018798828
2.397545454545454,-0.9226074,-0.3861084,0.018310547
2.438181818181818,-0.92285156,-0.3857422,0.020141602
2.478818181818182,-0.9246826,-0.38635254,0.017089844
2.5194545454545456,-0.92419434,-0.3864746,0.017456055
2.5600909090909094,-0.9232178,-0.38623047,0.018798828
2.600727272727273,-0.9227295,-0.38549805,0.017089844
2.641363636363637,-0.92333984,-0.38549805,0.018554688
2.682000000000001,-0.9232178,-0.38586426,0.017822266
2.7226363636363646,-0.92285156,-0.38635254,0.017333984
2.7632727272727284,-0.92297363,-0.38586426,0.018920898
2.8039090909090922,-0.9226074,-0.3861084,0.01965332
2.844545454545456,-0.9226074,-0.38513184,0.019165039
2.88518181818182,-0.9223633,-0.38623047,0.018432617
2.9258181818181836,-0.9226074,-0.3864746,0.017944336
2.9664545454545475,-0.923584,-0.38513184,0.019165039
3.0070909090909113,-0.9232178,-0.38586426,0.015625
3.047727272727275,-0.92285156,-0.38549805,0.018066406
3.088363636363639,-0.9226074,-0.38586426,0.019042969
3.1290000000000027,-0.923584,-0.38671875,0.01965332
3.1696363636363665,-0.9232178,-0.38537598,0.018676758
3.2102727272727303,-0.9226074,-0.38623047,0.018798828
3.250909090909094,-0.9226074,-0.38586426,0.020019531
3.291545454545458,-0.92370605,-0.38586426,0.017944336
3.3321818181818217,-0.92248535,-0.38598633,0.01953125
3.3728181818181855,-0.92248535,-0.38598633,0.01940918
3.4134545454545493,-0.92333984,-0.38598633,0.018066406
3.454090909090913,-0.92297363,-0.38549805,0.018554688
3.494727272727277,-0.92419434,-0.38708496,0.018676758
3.5353636363636407,-0.9234619,-0.38586426,0.017822266
3.5760000000000045,-0.9226074,-0.38598633,0.017822266
3.6166363636363683,-0.9227295,-0.38586426,0.018432617
3.657272727272732,-0.9239502,-0.38500977,0.01928711
3.697909090909096,-0.9226074,-0.38684082,0.017456055
3.7385454545454597,-0.9234619,-0.38598633,0.017700195
3.7791818181818235,-0.92333984,-0.38598633,0.018920898
3.8198181818181873,-0.92419434,-0.38635254,0.018798828
3.860454545454551,-0.92297363,-0.38623047,0.016723633
3.901090909090915,-0.9234619,-0.38586426,0.01953125
3.9417272727272787,-0.92211914,-0.38635254,0.01928711
3.9823636363636425,-0.92285156,-0.38623047,0.017211914
4.023000000000006,-0.9238281,-0.38586426,0.018554688
4.06363636363637,-0.92333984,-0.38549805,0.017822266
4.1042727272727335,-0.92248535,-0.38671875,0.018066406
4.144909090909097,-0.92297363,-0.38586426,0.01928711
4.185545454545461,-0.9227295,-0.3864746,0.018310547
4.226181818181825,-0.92407227,-0.38586426,0.018310547
4.266818181818189,-0.9234619,-0.38549805,0.01928711
4.3074545454545525,-0.92248535,-0.38562012,0.018554688
4.348090909090916,-0.9226074,-0.3852539,0.020507812
4.38872727272728,-0.92285156,-0.38635254,0.017333984
4.429363636363644,-0.9227295,-0.38671875,0.016967773
4.470000000000008,-0.9234619,-0.38659668,0.01940918
4.5106363636363715,-0.92333984,-0.38635254,0.018432617
4.551272727272735,-0.9238281,-0.38635254,0.018554688
4.591909090909099,-0.9234619,-0.38635254,0.020751953
4.632545454545463,-0.9227295,-0.38720703,0.01953125
4.673181818181827,-0.92456055,-0.38623047,0.016967773
4.713818181818191,-0.92163086,-0.3861084,0.016235352
4.754454545454554,-0.9227295,-0.38586426,0.018676758
4.795090909090918,-0.923584,-0.38500977,0.016967773
4.835727272727282,-0.92297363,-0.38635254,0.018310547
4.876363636363646,-0.9230957,-0.38464355,0.018554688
4.91700000000001,-0.92285156,-0.3857422,0.017456055
4.957636363636373,-0.9223633,-0.38562012,0.01953125
4.998272727272737,-0.921875,-0.3861084,0.017456055
5.038909090909101,-0.92297363,-0.38671875,0.017089844
5.079545454545465,-0.92248535,-0.38562012,0.01928711
5.120181818181829,-0.9223633,-0.38549805,0.013916016
5.160818181818192,-0.923584,-0.38635254,0.020507812
5.201454545454556,-0.92297363,-0.38562012,0.016601562
5.24209090909092,-0.9226074,-0.3857422,0.019165039
5.282727272727284,-0.92211914,-0.3861084,0.021118164
5.323363636363648,-0.92370605,-0.38549805,0.014892578
5.364000000000011,-0.9251709,-0.38586426,0.014160156
5.404636363636375,-0.923584,-0.3864746,0.020996094
5.445272727272739,-0.9223633,-0.38623047,0.017333984
5.485909090909103,-0.9243164,-0.3857422,0.016601562
